word,meaning
abandon,그만두다. 단념하다; 버리다. 떠나다; 방종, 자유분방
aberrant,정도를 벗어난, 이상한 형태의, 변종의; 괴짜, 기인
abide,참다. 견디다: 저항하다: 머무르다. 체재하다
ablaze,밝은 빛으로 빛나는: 타서, 타올라서; 흥분하여, 열망하여
abolish,폐지하다
abortive,유산의 실패한; 낙태약; 유산
abridge,요약하다; 단축하다, 삭감하다: 빼앗다. 박탈하다
abrogate,폐지하다. 폐기하다
abruptly,갑자기, 불시에
abscond,몰래 도주하다. 종적을 감추다
abstain,그만두다, 삼가다, 끊다; 기권하다, 회피하다
abstract,발췌, 요약, 적요; 추상, 이상, 관념적 사고; 추상적인, 이론적인; 추출하다
abstruse,난해한, 심오한
absurd,어리석은, 우스꽝스러운; 불합리한; 모순, 부조리
abuse,모욕하다. 욕하다; 남용하다; 모욕, 욕; 악용, 남용
abysmal,지독한; 심연의, 한없이 깊은
accept,받아들이다. 허락하다: 에 순응하다. 인정하다
accessible,접근하기 쉬운
accidental,우연의, 뜻밖의
acclaim,갈채하다. 환호하다. 찬양하다
accomplice,공범자, 한 패, 한통속
account,설명하다; 설명: 예금계좌
accumulate,축적하다. 모으다; 모이다
accuse,고발하다
accustom,길들게 하다. 익숙하게 하다
