word,meaning
predicament,곤경, 궁지
predicate,어떤 근거에 입각하다. 근거를 두다; 단정 단언하다: 암시하다
prejudice,편견, 선입관; 편애, 편파; 차별대우로 입은 손해
preposterous,앞뒤가 뒤바뀐, 비상식적인, 불합리한
prerogative,특권, 특전 대권
prescription,처방전; 처방약: 규정, 명령, 지시, 법규
presume,가정하다. 상상하다....이라고 여기다
presumptuous,주제넘은, 건방진, 뻔뻔스러운
pretend,가장하다. ~인 체하다. 사칭하다
prevail,유행하다. 보급되다. 널리 퍼지다; 우세하다. 압도하다: 이기다
prevalent,일반적으로 행하여지는, 유행하는; 우세한, 유력한
prior,이전의, 앞의; 보다 앞서, 먼저
proceed,나아가다. 가다: 속행하다. 계속하다; 처리하다: 생기다. 발생하다: 유래하다; 이익금
procrastinate,늑장부리다. 꾸물거리다; 빈둥거리다; 미루다. 연기하다
procure,마련하다. 조달하다: 획득하다
profound,깊은; 심원한 난해한
progenitor,선구자, 창시자, 원조: 선배: 원본
projecting,돌출한, 툭 튀어나온
proliferation,급중; 확산
prolific,다산의, 열매를 많이 맺는, 비옥한; 다작의 상상력이 풍부한
prolong,연장하다: 늘이다
promote,증진 촉진하다. 진척시키다: 장려하다: 고무하다; 조장하다; 승진시키다
prompt,재빠른, 신속한, 기민한; 즉시의, 즉석의; 자극하다. 격려하다
prosaic,무미건조한, 재미 없는 활기 없는, 지루한
prospect,전망, 조망, 경치; 예상, 기대: 장래성; 조사하다. 답사하다
